mmorrisj/pgvector 0.8.1 pg16-bookworm   3March2026

CVE-2023-45853	mmorrisj/pgvector	2-Mar-26	False positive	Not applicable — CVE-2023-45853 (CVSS 9.8 nominal, but effectively a false positive for this image) describes an integer overflow and heap-based buffer overflow in MiniZip's `zipOpenNewFileInZip4_64` function via a long filename, comment, or extra field. Despite the CRITICAL NVD score, this CVE targets the `contrib/minizip` code path within the zlib source tree, **not** the `zlib1g` binary package installed in the image. Debian split MiniZip into a separate `libminizip1` source/binary package over a decade ago; the `zlib1g` package in Bookworm does not contain the vulnerable `zipOpenNewFileInZip4_64` function, and neither `libminizip1` nor `pyminizip` are installed in the pgvector image. The Debian security tracker explicitly marks this as `<ignored>` for `src:zlib` in Bookworm with the note "contrib/minizip not built and src:zlib not producing binary packages." Enterprise scanners (Trivy, Grype, Docker Scout) commonly report this as a false positive because they match the CVE against the `zlib` source package name without checking whether the vulnerable MiniZip code is actually present in the binary package. This is already documented as an exception in the existing CVE mitigation report.
CVE-2023-2953	mmorrisj/pgvector	2-Mar-26	Not Applicable	Not applicable — postgres:16-bookworm ships libldap-2.5-0 2.5.13, which contains the vulnerable ber_memalloc_x() NULL pointer dereference (fix is in upstream 2.5.14+; Debian classifies it <no-dsa>, minor issue); however, the exploit path is unreachable because libldap is present only as a transitive dependency of libpq for optional LDAP authentication support, and this deployment uses password authentication over the Docker network with no LDAP URIs, ldap.conf, SASL-LDAP bindings, or slapd server installed — the vulnerable code path is only entered during active LDAP operations, which are never performed.
CVE-2026-0861	mmorrisj/pgvector	2-Mar-26	Not applicable	 CVE-2026-0861 affects the glibc memalign family of functions (memalign, posix_memalign, aligned_alloc), where an excessively large alignment value triggers an integer overflow that can corrupt the heap. The vulnerability requires a local process to call these functions with attacker-controlled alignment parameters. PostgreSQL does not use glibc's aligned allocation APIs — it manages memory through its own palloc/MemoryContext subsystem, and no application code in the container invokes memalign with user-supplied values. The container runs as USER postgres with no interactive shell access; the only entry point is the PostgreSQL wire protocol on port 5432. Debian classifies this as <no-dsa> (minor issue), and no fixed glibc package is available for Trixie. The affected packages (libc-bin, libc-l10n, libc6, locales) are unremovable core dependencies of every binary in the image and their vulnerable code paths are never reached at runtime.
CVE-2023-50495	mmorrisj/pgvector	2-Mar-26	Not applicable	 CVE-2023-50495 is a segmentation fault in ncurses' _nc_wrap_entry() triggered during parsing of terminfo database files (CVSS 6.5 MEDIUM, Debian <no-dsa>). Bookworm ships ncurses 6.4-4 (vulnerable; fix is in upstream 6.4-20230424 patchlevel). The vulnerable code path requires parsing a crafted or malicious terminfo file; terminfo files are trusted system data, and since CVE-2023-29491 ncurses no longer parses them for setuid applications. The pgvector container runs PostgreSQL — it does not process user-supplied terminfo files, has no interactive terminal sessions, and ncurses is present only as an OS base dependency (libtinfo6) for readline/CLI tooling; the exploit path is unreachable in this deployment.
CVE-2024-10041	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2024-10041 is a speculative-execution side-channel in PAM's pam_unix module that could leak /etc/shadow passwords during authentication (moderate severity). The fix switches shadow-file reads to the external unix-chkpwd helper. Debian marks this <ignored> for bookworm, noting the fix requires src:apparmor changes and may break SELinux. The pgvector container does not perform PAM-based authentication — PostgreSQL uses its own pg_hba.conf password authentication over the Docker network, /etc/shadow is not consulted during any database operation, and no interactive login or su/sudo/sshd services run in the container. The libpam libraries are present as base OS dependencies but the vulnerable pam_unix authentication code path is never invoked.
CVE-2025-10911	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2025-10911 is a use-after-free in libxslt triggered while parsing XSL nodes with cross-RVT key references, primarily a DoS vector via crash when processing untrusted XSL/XML transformations. libxslt is present in the bookworm base image as a transitive OS dependency but is not invoked by PostgreSQL or the pgvector extension — the database engine processes SQL queries over its wire protocol, not XML/XSL transformations. No XSLT processing, xsltproc invocation, or application code path in this container accepts or transforms untrusted XML/XSL input, so the vulnerable code path is unreachable.
CVE-2025-13151	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2025-13151 is a stack-based buffer overflow in libtasn1's asn1_expand_octet_string function (v4.20.0; fix in 4.21.0) that can crash applications processing untrusted ASN.1 data. Bookworm ships libtasn1-6 version 4.19.0, which predates the vulnerable 4.20.0 release — however, even if the bookworm version were affected, libtasn1 is a transitive dependency pulled in by the GnuTLS/Kerberos library chain and is only exercised during TLS certificate parsing or Kerberos ticket processing. The pgvector container uses PostgreSQL's own OpenSSL-based TLS stack (not GnuTLS) for any connection encryption, does not perform Kerberos authentication, and does not process untrusted ASN.1 input at any point — the vulnerable asn1_expand_octet_string code path is unreachable in this deployment.
CVE-2025-14104	mmorrisj/pgvector	2-Mar-26	Not Applicable	 CVE-2025-14104 is a heap buffer overread in setpwnam() within util-linux's SUID login-utils triggered by processing 256-byte usernames when writing to the password database. The pgvector container runs as USER postgres (non-root) with no privileged capabilities, does not perform local user account management, and does not invoke SUID login utilities (newgrp, chfn, chsh, login, etc.) — PostgreSQL manages its own authentication via pg_hba.conf over the network, not through system password files. The vulnerable setpwnam() code path requires a SUID binary to be executed with a crafted 256-byte username, which is unreachable in a container running only the PostgreSQL daemon.
CVE-2025-15281	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2025-15281 is a glibc vulnerability where wordexp() called with WRDE_REUSE | WRDE_APPEND flags returns uninitialized memory, causing a process abort (DoS) when wordfree() is called or we_wordv is inspected (CVSS 7.5, affects glibc up to 2.42; bookworm ships glibc 2.36). PostgreSQL does not call wordexp() — it is a shell word-expansion function used for glob/tilde/variable expansion in shell-like contexts. The PostgreSQL daemon processes SQL queries and has no code path that invokes wordexp() with any flag combination, nor does the pgvector extension. The vulnerable function is unreachable in this deployment.
CVE-2025-30258	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2025-30258 is a DoS in GnuPG's signature verification triggered when a user imports a certificate with crafted subkey data lacking a valid backsig (CVSS 4.7 MEDIUM, local access required). GnuPG (gpg) and related packages (gnupg, gpg-wks-client, gpg-wks-server) were explicitly purged from the pgvector image during build (see Section 5.1 "Runtime package reduction"). Even if residual libgpg-error/libgcrypt libraries remain as transitive dependencies, the vulnerable code path is in the gpg binary's g10/getkey.c key-fetching logic — with gpg removed, no certificate import or signature verification can occur in this container. The exploit path is absent.
CVE-2025-68972	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2025-68972 is a signature verification bypass in GnuPG through 2.4.8 where a \f character at the end of a plaintext line allows an adversary to append unsigned text to a signed message while verification still succeeds (CVSS 5.9 MEDIUM). GnuPG (gnupg, gpg, gpg-wks-client, gpg-wks-server) was explicitly purged from the pgvector image during build. With the gpg binary removed, no signature verification operations can occur in this container — the vulnerable code path is absent entirely.
CVE-2026-0915	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2026-0915 is a glibc information leak where getnetbyaddr() / getnetbyaddr_r() with a zero-valued network input sends uninitialized stack contents to a DNS resolver when nsswitch.conf configures the DNS backend for networks lookups (CVSS 0.0, glibc 2.0–2.42). This is closely related to the already-documented CVE-2026-0861 (Section 5.1.1) — the same mitigation applies: the pgvector container's /etc/nsswitch.conf has networks: files, not networks: dns, so the glibc DNS backend for network lookups is never invoked. Additionally, PostgreSQL does not call getnetbyaddr() during normal operation, and no application code path triggers network-address-to-name resolution. The exploit path is unreachable in this deployment.
CVE-2026-0990	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2026-0990 is an uncontrolled recursion vulnerability in libxml2's xmlCatalogXMLResolveURI function triggered when an XML catalog contains a self-referencing delegate URI entry, causing a stack overflow / DoS. While libxml2 is present in the bookworm base image as a transitive OS dependency, PostgreSQL does not use libxml2's XML catalog resolution functionality — PostgreSQL's built-in XML support (xml data type, xpath(), etc.) uses libxml2 for XML parsing but does not process XML catalogs. The vulnerable xmlCatalogXMLResolveURI code path requires loading a crafted XML catalog file, which is not performed by PostgreSQL during normal operation, and no user-supplied XML catalogs are processed by this container.
CVE-2026-27171	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2026-27171 is a CPU exhaustion vulnerability in zlib's crc32_combine64 / crc32_combine_gen64 functions where x2nmodp can enter an infinite loop due to a missing termination condition (CVSS 2.9 LOW, local access, high complexity). Bookworm ships zlib 1:1.2.13 (vulnerable; fix is in 1.3.2). The vulnerable crc32_combine64 function is used to combine CRC-32 checksums from independently compressed segments — it is not invoked during normal compress/decompress/crc32 operations. PostgreSQL uses zlib for pg_dump compression and WAL compression but does not call crc32_combine64; it computes CRC-32 values sequentially, not by combining independent segments. The attack requires an attacker to supply crafted input that triggers crc32_combine64 with a pathological length argument, which no PostgreSQL code path provides. The exploit path is unreachable in this deployment.
CVE-2005-2541	mmorrisj/pgvector	2-Mar-26	Not Applicable	CVE-2005-2541 is a 20-year-old finding in GNU tar where it does not warn users when extracting setuid/setgid files, potentially allowing a malicious archive to place privileged binaries on disk. The tar binary's rmt (remote tape server) component was already explicitly removed from the pgvector image (RUN rm -f /usr/sbin/rmt). Even with tar itself still present as a base OS utility, the container runs as USER postgres (non-root) — extracted files cannot gain setuid/setgid privileges because only root can create setuid files. Additionally, no user-supplied tar archives are processed by this container; tar is not invoked during PostgreSQL operation. Debian has carried this CVE as a <no-dsa> documentation-level issue for over two decades with no plan to fix it.
CVE-2007-5686	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2007 finding concerns insecure permissions on /var/log/btmp set by initscripts in rPath Linux, potentially exposing login failure data to local users. The pgvector container runs as USER postgres (non-root) with no interactive logins, no SSH, no PAM-based authentication, and no login accounting services active; PostgreSQL manages authentication entirely through pg_hba.conf, and the shadow utilities and login tracking files are never consulted during database operation.
CVE-2010-4756	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2010 finding concerns glibc's glob() function where GLOB_TILDE home-directory expansion does not limit path length, theoretically allowing local resource consumption if an attacker controls both the glob pattern and the user database. No API or pipeline script in this project accepts untrusted glob patterns from external input, Python's glob.glob() does not enable tilde expansion (that requires explicit os.path.expanduser() which is not called on user input), all containers run as non-root with /sbin/nologin, and the glibc maintainers have declined to patch this across all versions, classifying it as a theoretical local DoS — it is universally flagged by container scanners on every glibc-based image.
CVE-2011-3374	mmorrisj/pgvector	2-Mar-26	Not Applicable	This 2011 finding concerns APT's apt-key signature verification bypass during Release file validation. Both Dockerfiles run apt-get install only at build time from official Debian/PostgreSQL HTTPS repositories, then purge build tools and delete package lists; Debian 12 uses /etc/apt/keyrings/ with signed-by rather than the vulnerable apt-key codepath; the gnupg/gpg packages are explicitly purged in the pgvector image; and the final containers have no functional package manager at runtime, so the vulnerability cannot be exercised even with shell access (which is itself mitigated by non-root users with no login shell).
CVE-2011-3389	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this is the 2011 BEAST attack exploiting predictable IVs in TLS 1.0 CBC cipher suites via man-in-the-middle with chosen-plaintext injection in a browser context. Debian 12's OpenSSL 3.0 disables TLS 1.0/1.1 by default, Python 3.13's ssl module enforces a minimum of TLS 1.2, PostgreSQL 16 defaults to ssl_min_protocol_version = TLSv1.2, the server-side containers (FastAPI, Streamlit, PostgreSQL) are not browsers and lack the same-origin JavaScript injection vector the attack requires, and inter-service traffic flows over Docker's isolated bridge network rather than untrusted infrastructure.
CVE-2011-4116	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2011 finding concerns Perl's File::Temp module creating temporary files insecurely via _gettemp(), potentially allowing symlink attacks in world-writable directories like /tmp. Neither Dockerfile installs Perl as an explicit dependency; any minimal Perl present in the base Debian image is a transitive dependency of system packages and is never invoked at runtime by the application — the FastAPI server, Streamlit dashboard, and PostgreSQL database use Python and C respectively, no pipeline script shells out to Perl, File::Temp is never called, and the non-root container users (postgres, appuser with /sbin/nologin) operating in isolated Docker filesystems with no world-writable temp directories shared across trust boundaries eliminate the symlink race condition this CVE requires.
CVE-2013-4392	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2013 finding concerns systemd's journald following symlinks in /var/log/journal during persistent journal creation, potentially allowing local attackers to escalate privileges or corrupt files via symlink attacks. The Docker containers in this project do not run systemd as an init system — the pgvector container uses the PostgreSQL entrypoint directly and the application container uses supervisord as its process manager; journald is neither running nor configured in any container; container logging is handled by Docker's logging driver (stdout/stderr captured by docker-compose logs), not by systemd journal files; /var/log/journal does not exist in the container filesystems; and the non-root runtime users (USER postgres, USER appuser) could not create or manipulate journal directories even if systemd were present.
CVE-2015-3276	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2015 finding concerns OpenLDAP's nss_parse_ciphers() function incorrectly parsing NSS-style TLS cipher suite strings, potentially causing unexpected cipher selection when OpenLDAP is compiled against Mozilla NSS. The application containers in this project do not use LDAP for any purpose — authentication is handled by PostgreSQL's pg_hba.conf and application-level session management, no LDAP client libraries are installed as explicit dependencies, the registry.Dockerfile explicitly removes postgresql-client and its transitive libldap2 dependency chain (noted at line 47-48), the pgvector container purges all non-essential packages after build, and Debian Bookworm's OpenLDAP is compiled against OpenSSL (not Mozilla NSS), meaning the vulnerable NSS cipher-parsing codepath does not exist in any library that may remain as a transitive base-image dependency.
CVE-2015-9019	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2015 finding concerns libxslt not properly initializing random number generation, causing insufficient randomness in its cryptographic key derivation when generating XSLT generate-id() output or other internal random values. No component of this project uses XSLT transformations — the data pipeline ingests JSON and raw text documents from S3, AI analysis uses OpenAI API calls, and the frontend is React/TypeScript with a Streamlit dashboard; libxslt is not an explicit dependency in any Dockerfile or requirements.txt; no Python library in the stack (FastAPI, Streamlit, SQLAlchemy, sentence-transformers, langchain) depends on libxslt at runtime; and even if a trace of the library exists in the base Debian image as a transitive dependency, it is never loaded or invoked, so the weak randomness condition cannot be reached.
CVE-2016-2781	mmorrisj/pgvector	2-Mar-26	Not Applicable	 this 2016 finding concerns GNU coreutils' chroot command not properly restricting the ability to call TIOCSTI ioctl to inject characters into the terminal of a calling process, potentially allowing a chroot-confined attacker to escape input isolation. The Docker containers in this project never use the chroot command — process isolation is provided by Docker's namespace and cgroup mechanisms, not by chroot jails; no entrypoint, script, or runtime operation invokes chroot; the containers run as non-root users (USER postgres, USER appuser with /sbin/nologin) who lack the privileges required to call chroot in the first place; the TIOCSTI ioctl has been disabled by default in Linux kernels 6.2+ and is further blocked by Docker's default seccomp profile; and the vulnerability requires an interactive terminal session within a chroot environment, which does not exist in these headless service containers.
CVE-2017-14159	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2017 finding concerns OpenLDAP's slapd daemon where ldap_pvt_thread_pool_getkey allows out-of-bounds writes when a caller provides a NULL key argument, potentially causing the LDAP server process to crash. This project does not run an LDAP server — slapd is not installed, configured, or executed in any container; authentication is handled entirely by PostgreSQL's pg_hba.conf and application-level logic; the registry.Dockerfile explicitly removes the postgresql-client package and its transitive libldap2 dependency chain to reduce attack surface; the pgvector container purges all non-essential packages after building pgvector; and even where minimal OpenLDAP client libraries may remain as deep transitive dependencies in the base Debian image, the vulnerable component is the slapd server daemon, not the client library — no LDAP server process exists in these containers to receive the malformed request this CVE requires.
CVE-2017-17740	mmorrisj/pgvector	2-Mar-26	Not Applicable	this 2017 finding concerns OpenLDAP's contrib/slapd-modules/nops/nops.c module where a NULL pointer dereference in the slapd server allows a remote attacker to crash the LDAP daemon by sending a crafted search request with a malformed BER element. This project does not run an LDAP server in any capacity — slapd is not installed and no LDAP service is configured or listening in any container; the vulnerable code is specifically in an optional contributed module (nops) that must be explicitly compiled and loaded into slapd, which is not present; the registry.Dockerfile explicitly removes postgresql-client and its transitive LDAP library chain; and the vulnerability is exclusively a server-side issue in the slapd daemon, not in client libraries, so even trace libldap remnants in the base Debian image are entirely unaffected since no LDAP server process exists to receive the malicious search request.
